timestamp,Negative,Neutral,Positive,score
2009-04-07 06:00:00,367.74116474005064,643.4660870523734,818.3766115520285,0.24630488705132264
2009-04-07 07:00:00,365.718302852542,640.6354156482441,814.2555335097005,0.24636655568010643
2009-04-07 08:00:00,363.69544096503336,637.8047442441148,810.1344554673724,0.24642883530623197
2009-04-07 09:00:00,361.67257907752474,634.9740728399855,806.0133774250444,0.2464917350553196
2009-04-07 10:00:00,359.6497171900161,632.1434014358563,801.8922993827163,0.2465552642356279
2009-04-07 11:00:00,357.62685530250747,629.3127300317269,797.7712213403883,0.24661943234264572
2009-04-07 12:00:00,355.6039934149988,626.4820586275977,793.6501432980601,0.24668424906382377
2009-04-07 13:00:00,353.5811315274902,623.6513872234683,789.5290652557321,0.24674972428344977
2009-04-07 14:00:00,351.5582696399815,620.8207158193391,785.407987213404,0.24681586808767372
2009-04-07 15:00:00,349.5354077524729,617.9900444152098,781.286909171076,0.2468826907696871
2009-04-07 16:00:00,347.5125458649643,615.1593730110804,777.1658311287479,0.24695020283506325
2009-04-07 17:00:00,345.4896839774556,612.3287016069512,773.0447530864199,0.2470184150072631
2009-04-07 18:00:00,349.1944444444444,615.6435185185185,781.0185185185185,0.24734225215788708
2009-04-07 19:00:00,347.7232142857142,615.4337797619047,778.9255952380952,0.24752120456538276
2009-04-07 20:00:00,344.58730158730157,609.8647486772486,771.4361772486773,0.24732127426143202
2009-04-07 21:00:00,341.43253968253964,604.3739252645502,764.8835978835978,0.24753230722599248
2009-04-07 22:00:00,338.32142857142856,599.7321428571428,758.2470238095237,0.2475537628277221
2009-04-07 23:00:00,334.71230158730157,596.1269014550264,750.651455026455,0.24736334480553446
2009-04-08 00:00:00,330.60515873015873,592.3082010582011,741.4927248677247,0.2468673780548378
2009-04-08 01:00:00,326.29166666666663,587.5052083333334,732.6041666666665,0.2467882913805048
2009-04-08 02:00:00,322.29265873015873,581.9470899470899,724.4649470899471,0.24692769008708884
2009-04-08 03:00:00,318.39980158730157,576.1130125661375,717.1375661375662,0.24740959294054032
2009-04-08 04:00:00,315.57142857142856,572.5238095238095,712.8095238095239,0.24813349593979597
2009-04-08 05:00:00,314.6190476190476,570.9007936507937,710.7936507936507,0.24818095264137854
2009-04-08 06:00:00,313.66666666666663,569.2777777777778,708.7777777777777,0.2482286831175177
2009-04-08 07:00:00,312.71428571428567,567.6547619047619,706.7619047619047,0.24827668974414752
2009-04-08 08:00:00,311.7619047619047,566.031746031746,704.7460317460317,0.24832497492477434
2009-04-08 09:00:00,310.80952380952374,564.4087301587301,702.7301587301587,0.24837354109087803
2009-04-08 10:00:00,309.8571428571429,562.7857142857142,700.7142857142857,0.24842239070231983
2009-04-08 11:00:00,308.9047619047619,561.1626984126983,698.6984126984127,0.2484715262477582
2009-04-08 12:00:00,307.95238095238096,559.5396825396825,696.6825396825396,0.24852095024507065
2009-04-08 13:00:00,307.0,557.9166666666667,694.6666666666666,0.24857066524178462
2009-04-08 14:00:00,306.04761904761904,556.2936507936508,692.6507936507936,0.2486206738155148
2009-04-08 15:00:00,305.0952380952381,554.6706349206349,690.6349206349206,0.24867097857440854
